timestamp,lead_ii
1690535470471,0.0992
1690535470479,0.0965
1690535470487,0.1031
1690535470495,0.0651
1690535470502,0.0663
1690535470510,0.0303
1690535470518,0.0307
1690535470526,0.0055
1690535470534,0.0137
1690535470541,0.0085
1690535470549,-0.0069
1690535470557,-0.0039
1690535470565,0.0069
1690535470573,-0.0039
1690535470581,0.0021
1690535470588,0.0007
1690535470596,-0.0064
1690535470604,0.0072
1690535470612,-0.0078
1690535470620,-0.0365
1690535470627,-0.1266
1690535470635,0.1972
1690535470643,0.9015
1690535470651,0.6279
1690535470659,-0.0747
1690535470667,-0.2099
1690535470674,-0.0767
1690535470682,-0.0239
1690535470690,-0.0069
1690535470698,0.012
1690535470706,0.0065
1690535470713,0.0064
1690535470721,0.0145
1690535470729,0.0197
1690535470737,0.0034
1690535470745,0.0103
1690535470752,0.0549
1690535470760,0.0707
1690535470768,0.0997
1690535470776,0.1461
1690535470784,0.1699
1690535470791,0.205
1690535470799,0.2341
1690535470807,0.2569
1690535470815,0.251
1690535470823,0.2401
1690535470831,0.2082
1690535470838,0.1866
1690535470846,0.1528
1690535470854,0.1035
1690535470862,0.0792
1690535470870,0.0653
1690535470877,0.047
1690535470885,0.0165
1690535470893,0.019
1690535470901,0.0086
1690535470909,0.0049
1690535470917,0.007
1690535470924,-0.0048
1690535470932,-0.0034
1690535470940,-0.0128
1690535470948,0.0063
1690535470956,0.0055
1690535470963,-0.0105
1690535470971,-0.0073
1690535470979,0.0007
1690535470987,-0.0156
1690535470995,0.0056
1690535471002,0.0133
1690535471010,-0.0196
1690535471018,0.0095
1690535471026,0.0084
1690535471034,-0.0054
1690535471041,-0.0013
1690535471049,-0.0079
1690535471057,-0.0069
1690535471065,-0.0035
1690535471073,0.0072
1690535471081,-0.012
1690535471088,0.0143
1690535471096,-0.0048
1690535471104,-0.0114
1690535471112,-0.018
1690535471120,-0.0012
1690535471127,-0.004
1690535471135,-0.0136
1690535471143,0.004
1690535471151,-0.0103
1690535471159,-0.0167
1690535471167,0.0106
1690535471174,0.0151
1690535471182,-0.0026
1690535471190,-0.0131
1690535471198,-0.0167
1690535471206,0.0038
1690535471213,-0.0017
1690535471221,-0.0029
1690535471229,0.022
1690535471237,-0.0071
1690535471245,0.011
1690535471252,-0.0009
1690535471260,0.0023
1690535471268,0.0141
1690535471276,0.0056
1690535471284,0.0356
1690535471291,0.0452
1690535471299,0.0968
1690535471307,0.1
1690535471315,0.1078
1690535471323,0.095
1690535471331,0.052
1690535471338,0.0451
1690535471346,0.0256
1690535471354,0.0023
1690535471362,-0.0009
1690535471370,0.0039
1690535471377,0.0202
1690535471385,-0.002
1690535471393,-0.0045
1690535471401,-0.0034
1690535471409,0.0066
1690535471417,-0.0104
1690535471424,-0.0064
1690535471432,-0.0072
1690535471440,0.0004
1690535471448,-0.0135
1690535471456,-0.0982
1690535471463,-0.0945
1690535471471,0.4393
1690535471479,0.9567
1690535471487,0.3741
1690535471495,-0.1848
1690535471502,-0.1872
1690535471510,-0.0396
1690535471518,-0.0036
1690535471526,0.0087
1690535471534,-0.004
1690535471541,0.016
1690535471549,0.0054
1690535471557,0.0057
1690535471565,0.0143
1690535471573,0.0545
1690535471581,0.0316
1690535471588,0.055
1690535471596,0.0689
1690535471604,0.1249
1690535471612,0.1576
1690535471620,0.1946
1690535471627,0.227
1690535471635,0.2145
1690535471643,0.2401
1690535471651,0.2413
1690535471659,0.2393
1690535471667,0.2107
1690535471674,0.1846
1690535471682,0.1582
1690535471690,0.0948
1690535471698,0.0635
1690535471706,0.0565
1690535471713,0.0307
1690535471721,0.0312
1690535471729,0.0061
1690535471737,0.0033
1690535471745,0.018
1690535471752,-0.0013
1690535471760,0.005
1690535471768,-0.0013
1690535471776,-0.0043
1690535471784,0.0082
1690535471791,-0.0066
1690535471799,-0.011
1690535471807,-0.0097
1690535471815,-0.0108
1690535471823,-0.0091
1690535471831,0.0089
1690535471838,0.0125
1690535471846,-0.0123
1690535471854,-0.0011
1690535471862,-0.0016
1690535471870,0.0076
1690535471877,0.0121
1690535471885,0.0054
1690535471893,-0.0041
1690535471901,0.0114
1690535471909,0.0004
1690535471917,0.0029
1690535471924,-0.0019
1690535471932,0.0036
1690535471940,-0.0076
1690535471948,-0.004
1690535471956,-0.0042
1690535471963,0.0131
1690535471971,0.0205
1690535471979,-0.003
1690535471987,0.0033
1690535471995,0.0156
1690535472002,-0.012
1690535472010,0.0166
1690535472018,0.0041
1690535472026,-0.0002
1690535472034,-0.0056
1690535472041,-0.0144
1690535472049,0.0127
1690535472057,0.017
1690535472065,0.0026
1690535472073,0.0141
1690535472081,0.0165
1690535472088,-0.0106
1690535472096,-0.0109
1690535472104,0.0141
1690535472112,0.0443
1690535472120,0.03
1690535472127,0.0782
1690535472135,0.0727
1690535472143,0.1058
1690535472151,0.0978
1690535472159,0.0737
1690535472167,0.0503
1690535472174,0.0348
1690535472182,0.0059
1690535472190,0.0191
1690535472198,0.0247
1690535472206,-0.006
1690535472213,0.005
1690535472221,0.0074
1690535472229,-0.0106
1690535472237,-0.0006
1690535472245,0.0006
1690535472252,0.0187
1690535472260,0.0062
1690535472268,-0.0108
1690535472276,-0.0106
1690535472284,-0.0325
1690535472291,-0.1009
1690535472299,0.0129
1690535472307,0.7114
1690535472315,0.8578
1690535472323,0.0977
1690535472331,-0.2228
1690535472338,-0.1417
1690535472346,-0.028
1690535472354,-0.0168
1690535472362,-0.0008
1690535472370,0.0134
1690535472377,-0.0057
1690535472385,0.0015
1690535472393,0.0362
1690535472401,0.0162
1690535472409,0.0108
1690535472417,0.0253
1690535472424,0.0593
1690535472432,0.0899
1690535472440,0.1366
1690535472448,0.1788
1690535472456,0.1805
1690535472463,0.2268
1690535472471,0.2408
1690535472479,0.2775
1690535472487,0.2425
1690535472495,0.2289
1690535472502,0.2107
1690535472510,0.1845
1690535472518,0.1213
1690535472526,0.0941
1690535472534,0.0749
1690535472541,0.0423
1690535472549,0.0387
1690535472557,0.0157
1690535472565,0.0136
1690535472573,-0.0124
1690535472581,0.0135
1690535472588,-0.001
1690535472596,-0.0058
1690535472604,-0.0208
1690535472612,-0.0136
1690535472620,-0.0083
1690535472627,-0.0035
1690535472635,-0.0067
1690535472643,-0.0048
1690535472651,-0.0028
1690535472659,0.0062
1690535472667,0.0033
1690535472674,0.0016
1690535472682,0.0061
1690535472690,0.0005
1690535472698,0.0002
1690535472706,0.0054
1690535472713,0.01
1690535472721,-0.002
1690535472729,0.006
1690535472737,0.0219
1690535472745,0.0097
1690535472752,-0.0166
1690535472760,-0.019
1690535472768,0.0079
1690535472776,0.0119
1690535472784,0.001
1690535472791,-0.0129
1690535472799,0.0095
1690535472807,-0.0151
1690535472815,0.0007
1690535472823,0.0113
1690535472831,0.0016
1690535472838,0.0032
1690535472846,0.0066
1690535472854,-0.0036
1690535472862,0.0005
1690535472870,0.0031
1690535472877,-0.0043
1690535472885,0.0185
1690535472893,0.018
1690535472901,-0.0124
1690535472909,0.0105
1690535472917,0.0103
1690535472924,-0.0077
1690535472932,0.0084
1690535472940,0.0388
1690535472948,0.0274
1690535472956,0.0384
1690535472963,0.0978
1690535472971,0.0816
1690535472979,0.1089
1690535472987,0.0799
1690535472995,0.0649
1690535473002,0.0487
1690535473010,0.0468
1690535473018,0.0297
1690535473026,0.0085
1690535473034,0.0049
1690535473041,-0.0099
1690535473049,-0.0
1690535473057,-0.0095
1690535473065,0.0103
1690535473073,-0.0126
1690535473081,0.0038
1690535473088,0.0032
1690535473096,0.0083
1690535473104,0.0043
1690535473112,-0.0047
1690535473120,-0.04
1690535473127,-0.1183
1690535473135,0.1818
1690535473143,0.8874
1690535473151,0.6305
1690535473159,-0.0837
1690535473167,-0.207
1690535473174,-0.0918
1690535473182,-0.016
1690535473190,-0.0232
1690535473198,-0.0066
1690535473206,0.0056
1690535473213,-0.0035
1690535473221,0.0136
1690535473229,0.0217
1690535473237,0.0261
1690535473245,0.0302
1690535473252,0.05
1690535473260,0.0537
1690535473268,0.096
1690535473276,0.1395
1690535473284,0.1634
1690535473291,0.2094
1690535473299,0.2214
1690535473307,0.2381
1690535473315,0.2313
1690535473323,0.2522
1690535473331,0.2042
1690535473338,0.1688
1690535473346,0.1528
1690535473354,0.1321
1690535473362,0.0821
1690535473370,0.0473
1690535473377,0.0469
1690535473385,0.0139
1690535473393,-0.0046
1690535473401,-0.0016
1690535473409,-0.0029
1690535473417,-0.0182
1690535473424,0.007
1690535473432,-0.0047
1690535473440,-0.0133
1690535473448,-0.0023
1690535473456,-0.0041
1690535473463,0.0094
1690535473471,-0.0053
1690535473479,-0.0035
1690535473487,-0.0066
1690535473495,0.0084
1690535473502,0.0067
1690535473510,-0.0157
1690535473518,0.0054
1690535473526,0.0122
1690535473534,0.0139
1690535473541,0.0123
1690535473549,-0.0129
1690535473557,0.0181
1690535473565,0.0171
1690535473573,-0.0034
1690535473581,0.0135
1690535473588,-0.0258
1690535473596,-0.0208
1690535473604,-0.0035
1690535473612,-0.0064
1690535473620,-0.0073
1690535473627,0.0017
1690535473635,0.0157
1690535473643,-0.0231
1690535473651,0.008
1690535473659,0.0039
1690535473667,0.0144
1690535473674,0.0052
1690535473682,0.0035
1690535473690,0.003
1690535473698,0.0051
1690535473706,-0.0004
1690535473713,-0.0022
1690535473721,-0.0223
1690535473729,0.0104
1690535473737,-0.0072
1690535473745,-0.0066
1690535473752,-0.0084
1690535473760,0.0077
1690535473768,-0.0061
1690535473776,0.0276
1690535473784,0.0294
1690535473791,0.059
1690535473799,0.0802
1690535473807,0.0681
1690535473815,0.1066
1690535473823,0.0881
1690535473831,0.0836
1690535473838,0.0312
1690535473846,0.0211
1690535473854,0.0147
1690535473862,0.0019
1690535473870,0.0113
1690535473877,0.0007
1690535473885,0.0159
1690535473893,0.0019
1690535473901,-0.0103
1690535473909,-0.0015
1690535473917,0.0024
1690535473924,0.0058
1690535473932,-0.0107
1690535473940,-0.0019
1690535473948,-0.0192
1690535473956,-0.0863
1690535473963,-0.0799
1690535473971,0.4549
1690535473979,0.9575
1690535473987,0.3715
1690535473995,-0.1852
1690535474002,-0.1752
1690535474010,-0.0405
1690535474018,0.0071
1690535474026,-0.0024
1690535474034,-0.0076
1690535474041,0.0112
1690535474049,0.0058
1690535474057,0.0107
1690535474065,0.0157
1690535474073,0.0389
1690535474081,0.0272
1690535474088,0.0606
1690535474096,0.0832
1690535474104,0.1267
1690535474112,0.1545
1690535474120,0.1689
1690535474127,0.2074
1690535474135,0.261
1690535474143,0.2453
1690535474151,0.2437
1690535474159,0.2235
1690535474167,0.2082
1690535474174,0.1758
1690535474182,0.1566
1690535474190,0.098
1690535474198,0.0684
1690535474206,0.0516
1690535474213,0.0455
1690535474221,0.0133
1690535474229,0.0029
1690535474237,0.0034
1690535474245,0.0183
1690535474252,-0.006
1690535474260,0.0031
1690535474268,0.0028
1690535474276,0.0083
1690535474284,0.008
1690535474291,0.0055
1690535474299,-0.0217
1690535474307,-0.004
1690535474315,0.0144
1690535474323,0.0056
1690535474331,0.0012
1690535474338,0.0019
1690535474346,0.0053
1690535474354,0.0038
1690535474362,-0.0119
1690535474370,-0.0036
1690535474377,-0.0143
1690535474385,0.013
1690535474393,0.0027
1690535474401,0.0012
1690535474409,0.018
1690535474417,-0.0059
1690535474424,0.0158
1690535474432,-0.0157
1690535474440,0.0081
1690535474448,-0.0131
1690535474456,-0.0061
1690535474463,0.0049
1690535474471,0.0028
1690535474479,-0.0037
1690535474487,-0.0056
1690535474495,-0.0079
1690535474502,0.0176
1690535474510,-0.0263
1690535474518,0.001
1690535474526,0.0086
1690535474534,-0.0079
1690535474541,-0.0185
1690535474549,-0.0016
1690535474557,0.0134
1690535474565,-0.0069
1690535474573,0.0004
1690535474581,0.0059
1690535474588,0.0091
1690535474596,-0.0154
1690535474604,0.0206
1690535474612,0.038
1690535474620,0.0265
1690535474627,0.0786
1690535474635,0.0967
1690535474643,0.0998
1690535474651,0.1022
1690535474659,0.0931
1690535474667,0.0671
1690535474674,0.0418
1690535474682,0.0104
1690535474690,0.0078
1690535474698,-0.0028
1690535474706,-0.009
1690535474713,0.0189
1690535474721,-0.0175
1690535474729,-0.0184
1690535474737,0.0044
1690535474745,-0.008
1690535474752,-0.0156
1690535474760,0.0079
1690535474768,-0.0073
1690535474776,-0.0023
1690535474784,-0.041
1690535474791,-0.1223
1690535474799,0.0134
1690535474807,0.6933
1690535474815,0.8677
1690535474823,0.1108
1690535474831,-0.2155
1690535474838,-0.1278
1690535474846,-0.0361
1690535474854,0.0025
1690535474862,0.0081
1690535474870,-0.0011
1690535474877,0.009
1690535474885,-0.006
1690535474893,-0.0147
1690535474901,0.0139
1690535474909,0.0169
1690535474917,0.02
1690535474924,0.0497
1690535474932,0.0897
1690535474940,0.1209
1690535474948,0.1501
1690535474956,0.203
1690535474963,0.2126
1690535474971,0.2274
1690535474979,0.2431
1690535474987,0.2437
1690535474995,0.2193
1690535475002,0.2132
1690535475010,0.1699
1690535475018,0.1291
1690535475026,0.0975
1690535475034,0.0692
1690535475041,0.0364
1690535475049,0.0319
1690535475057,0.0126
1690535475065,0.0066
1690535475073,-0.0079
1690535475081,0.0134
1690535475088,-0.0012
1690535475096,-0.0028
1690535475104,0.0024
1690535475112,0.0073
1690535475120,-0.02
1690535475127,-0.0069
1690535475135,-0.0149
1690535475143,-0.012
1690535475151,0.0074
1690535475159,0.0136
1690535475167,0.0053
1690535475174,-0.003
1690535475182,-0.0036
1690535475190,0.0031
1690535475198,0.0119
1690535475206,0.0054
1690535475213,-0.0018
1690535475221,-0.0144
1690535475229,0.0056
1690535475237,-0.0016
1690535475245,0.0123
1690535475252,0.004
1690535475260,0.0185
1690535475268,-0.0048
1690535475276,-0.0109
1690535475284,0.0078
1690535475291,0.0081
1690535475299,-0.0093
1690535475307,0.0078
1690535475315,0.0004
1690535475323,0.0201
1690535475331,0.0125
1690535475338,-0.0163
1690535475346,-0.025
1690535475354,0.0014
1690535475362,-0.0005
1690535475370,-0.0117
1690535475377,0.0038
1690535475385,-0.0138
1690535475393,0.0048
1690535475401,0.0
1690535475409,-0.0039
1690535475417,0.0044
1690535475424,0.0102
1690535475432,0.0281
1690535475440,0.0196
1690535475448,0.042
1690535475456,0.0585
1690535475463,0.0678
1690535475471,0.0942
1690535475479,0.0994
1690535475487,0.0838
1690535475495,0.079
1690535475502,0.0679
1690535475510,0.03
1690535475518,0.0283
1690535475526,-0.0008
1690535475534,0.0076
1690535475541,-0.0147
1690535475549,0.0034
1690535475557,-0.0016
1690535475565,-0.002
1690535475573,-0.0023
1690535475581,0.0056
1690535475588,-0.0106
1690535475596,-0.0074
1690535475604,-0.0042
1690535475612,-0.0033
1690535475620,-0.0579
1690535475627,-0.1293
1690535475635,0.1885
1690535475643,0.8971
1690535475651,0.6261
1690535475659,-0.0644
1690535475667,-0.2178
1690535475674,-0.0821
1690535475682,-0.0088
1690535475690,-0.0064
1690535475698,-0.0035
1690535475706,0.0142
1690535475713,0.0165
1690535475721,0.0261
1690535475729,0.0063
1690535475737,0.0341
1690535475745,0.041
1690535475752,0.0269
1690535475760,0.0911
1690535475768,0.117
1690535475776,0.1491
1690535475784,0.176
1690535475791,0.1986
1690535475799,0.2374
1690535475807,0.2418
1690535475815,0.2571
1690535475823,0.2285
1690535475831,0.2098
1690535475838,0.1941
1690535475846,0.1644
1690535475854,0.1109
1690535475862,0.0658
1690535475870,0.0605
1690535475877,0.0335
1690535475885,0.037
1690535475893,0.0124
1690535475901,0.001
1690535475909,-0.0025
1690535475917,0.0057
1690535475924,0.0019
1690535475932,-0.0021
1690535475940,-0.0137
1690535475948,0.0022
1690535475956,0.0023
1690535475963,0.0071
1690535475971,-0.0131
1690535475979,-0.0078
1690535475987,-0.0153
1690535475995,0.0099
1690535476002,0.008
1690535476010,-0.0002
1690535476018,-0.0099
1690535476026,0.0068
1690535476034,0.0046
1690535476041,-0.0187
1690535476049,0.006
1690535476057,0.0133
1690535476065,-0.0021
1690535476073,-0.0062
1690535476081,0.004
1690535476088,-0.0146
1690535476096,-0.0105
1690535476104,-0.0182
1690535476112,0.0035
1690535476120,-0.0045
1690535476127,-0.0118
1690535476135,0.0192
1690535476143,-0.0082
1690535476151,-0.0102
1690535476159,-0.0305
1690535476167,-0.0159
1690535476174,-0.0187
1690535476182,-0.0108
1690535476190,-0.0101
1690535476198,-0.0086
1690535476206,0.0157
1690535476213,0.0066
1690535476221,-0.0043
1690535476229,-0.0127
1690535476237,0.0072
1690535476245,0.0092
1690535476252,0.0087
1690535476260,0.0044
1690535476268,0.0167
1690535476276,0.0007
1690535476284,0.0174
1690535476291,0.0634
1690535476299,0.0834
1690535476307,0.0981
1690535476315,0.0932
1690535476323,0.0823
1690535476331,0.0728
1690535476338,0.0406
1690535476346,0.0106
1690535476354,-0.0028
1690535476362,0.0046
1690535476370,-0.0101
1690535476377,0.0024
1690535476385,-0.007
1690535476393,-0.0041
1690535476401,0.0022
1690535476409,0.0099
1690535476417,0.0154
1690535476424,0.0104
1690535476432,0.0033
1690535476440,-0.0131
1690535476448,-0.0388
1690535476456,-0.0988
1690535476463,-0.0946
1690535476471,0.4492
1690535476479,0.948
1690535476487,0.3699
1690535476495,-0.1898
1690535476502,-0.185
1690535476510,-0.0459
1690535476518,-0.0139
1690535476526,-0.0177
1690535476534,-0.0161
1690535476541,-0.0142
1690535476549,0.0003
1690535476557,0.0211
1690535476565,0.0221
1690535476573,0.0394
1690535476581,0.0438
1690535476588,0.0504
1690535476596,0.0904
1690535476604,0.1169
1690535476612,0.1415
1690535476620,0.1763
1690535476627,0.2088
1690535476635,0.2303
1690535476643,0.2493
1690535476651,0.2597
1690535476659,0.2203
1690535476667,0.1942
1690535476674,0.177
1690535476682,0.1345
1690535476690,0.1077
1690535476698,0.0472
1690535476706,0.0427
1690535476713,0.0163
1690535476721,0.0207
1690535476729,0.0265
1690535476737,0.0156
1690535476745,0.0031
1690535476752,0.0007
1690535476760,0.0023
1690535476768,-0.0047
1690535476776,-0.0013
1690535476784,0.0055
1690535476791,0.0053
1690535476799,-0.0013
1690535476807,-0.0021
1690535476815,-0.0017
1690535476823,-0.0059
1690535476831,0.0052
1690535476838,-0.0151
1690535476846,-0.0108
1690535476854,-0.0054
1690535476862,-0.0019
1690535476870,-0.0102
1690535476877,-0.008
1690535476885,0.0064
1690535476893,-0.0007
1690535476901,-0.0108
1690535476909,0.0005
1690535476917,-0.0013
1690535476924,0.0116
1690535476932,0.0016
1690535476940,-0.002
1690535476948,0.0001
1690535476956,-0.0105
1690535476963,0.0162
1690535476971,0.0013
1690535476979,-0.0052
1690535476987,0.0192
1690535476995,0.0163
1690535477002,-0.0001
1690535477010,0.0089
1690535477018,0.0055
1690535477026,0.0008
1690535477034,0.0047
1690535477041,0.0023
1690535477049,0.0054
1690535477057,0.0089
1690535477065,-0.0048
1690535477073,0.0024
1690535477081,0.0008
1690535477088,0.0
1690535477096,-0.0041
1690535477104,0.0065
1690535477112,0.0256
1690535477120,0.0474
1690535477127,0.0913
1690535477135,0.0839
1690535477143,0.0978
1690535477151,0.098
1690535477159,0.0732
1690535477167,0.0348
1690535477174,0.0386
1690535477182,0.0149
1690535477190,0.0004
1690535477198,0.0099
1690535477206,-0.0005
1690535477213,0.0062
1690535477221,-0.0035
1690535477229,-0.0128
1690535477237,-0.024
1690535477245,-0.0026
1690535477252,-0.0107
1690535477260,-0.0072
1690535477268,-0.0077
1690535477276,0.0003
1690535477284,-0.0469
1690535477291,-0.1109
1690535477299,0.0156
1690535477307,0.691
1690535477315,0.8588
1690535477323,0.1203
1690535477331,-0.199
1690535477338,-0.1311
1690535477346,-0.036
1690535477354,0.0068
1690535477362,0.0055
1690535477370,0.0012
1690535477377,-0.0052
1690535477385,0.0065
1690535477393,0.0088
1690535477401,0.0359
1690535477409,0.0316
1690535477417,0.0465
1690535477424,0.0695
1690535477432,0.1005
1690535477440,0.1267
1690535477448,0.1546
1690535477456,0.1904
1690535477463,0.2251
1690535477471,0.2415
1690535477479,0.2455
1690535477487,0.2535
1690535477495,0.2346
1690535477502,0.195
1690535477510,0.1442
1690535477518,0.1174
1690535477526,0.1078
1690535477534,0.0536
1690535477541,0.0443
1690535477549,0.0289
1690535477557,0.0245
1690535477565,0.0068
1690535477573,0.0036
1690535477581,0.0031
1690535477588,-0.0047
1690535477596,0.0202
1690535477604,-0.0077
1690535477612,-0.0002
1690535477620,0.0044
1690535477627,0.0074
1690535477635,-0.0049
1690535477643,-0.0067
1690535477651,0.0034
1690535477659,0.0053
1690535477667,-0.0078
1690535477674,0.004
1690535477682,-0.0054
1690535477690,0.0
1690535477698,-0.0087
1690535477706,-0.0045
1690535477713,0.0098
1690535477721,-0.0058
1690535477729,0.0058
1690535477737,0.0091
1690535477745,-0.0026
1690535477752,-0.0082
1690535477760,-0.0078
1690535477768,0.017
1690535477776,-0.0089
1690535477784,0.0108
1690535477791,-0.0085
1690535477799,0.0096
1690535477807,0.0076
1690535477815,-0.0062
1690535477823,0.0104
1690535477831,-0.0157
1690535477838,0.0105
1690535477846,0.0025
1690535477854,-0.0073
1690535477862,-0.0007
1690535477870,0.0054
1690535477877,-0.0114
1690535477885,0.0079
1690535477893,-0.004
1690535477901,0.0012
1690535477909,0.0126
1690535477917,0.0102
1690535477924,0.0017
1690535477932,0.001
1690535477940,0.0331
1690535477948,0.0125
1690535477956,0.0525
1690535477963,0.0768
1690535477971,0.0875
1690535477979,0.1106
1690535477987,0.0978
1690535477995,0.068
1690535478002,0.0746
1690535478010,0.0198
1690535478018,0.0056
1690535478026,0.0176
1690535478034,0.0181
1690535478041,0.011
1690535478049,-0.0014
1690535478057,-0.0033
1690535478065,0.0081
1690535478073,-0.0044
1690535478081,-0.0067
1690535478088,0.0087
1690535478096,-0.0166
1690535478104,-0.0211
1690535478112,-0.0249
1690535478120,-0.0412
1690535478127,-0.1254
1690535478135,0.1888
1690535478143,0.8807
1690535478151,0.654
1690535478159,-0.0668
1690535478167,-0.2097
1690535478174,-0.0973
1690535478182,-0.0346
1690535478190,0.0044
1690535478198,0.0103
1690535478206,0.0005
1690535478213,0.0144
1690535478221,0.0107
1690535478229,0.0173
1690535478237,0.0336
1690535478245,0.0417
1690535478252,0.0496
1690535478260,0.0574
1690535478268,0.0944
1690535478276,0.1223
1690535478284,0.1775
1690535478291,0.2073
1690535478299,0.2327
1690535478307,0.245
1690535478315,0.2434
1690535478323,0.2351
1690535478331,0.1877
1690535478338,0.2029
1690535478346,0.1466
1690535478354,0.1131
1690535478362,0.0666
1690535478370,0.0428
1690535478377,0.0438
1690535478385,-0.0006
1690535478393,0.0
1690535478401,0.0085
1690535478409,0.0144
1690535478417,0.0129
1690535478424,0.0047
1690535478432,-0.0081
1690535478440,0.0076
1690535478448,-0.0092
1690535478456,0.0179
1690535478463,-0.001
1690535478471,0.002
1690535478479,-0.008
1690535478487,-0.0074
1690535478495,-0.0018
1690535478502,0.0073
1690535478510,0.0099
1690535478518,0.0076
1690535478526,0.0102
1690535478534,0.0027
1690535478541,-0.0295
1690535478549,0.009
1690535478557,-0.0239
1690535478565,-0.0136
1690535478573,0.0012
1690535478581,-0.0051
1690535478588,0.0022
1690535478596,0.0022
1690535478604,-0.0147
1690535478612,0.0041
1690535478620,0.0105
1690535478627,-0.0095
1690535478635,0.0066
1690535478643,0.0055
1690535478651,0.0006
1690535478659,0.0196
1690535478667,0.0015
1690535478674,0.0115
1690535478682,0.0063
1690535478690,-0.0011
1690535478698,0.0124
1690535478706,0.007
1690535478713,0.0281
1690535478721,-0.0047
1690535478729,-0.0081
1690535478737,0.0069
1690535478745,-0.0095
1690535478752,-0.006
1690535478760,0.0294
1690535478768,0.0066
1690535478776,0.0169
1690535478784,0.0202
1690535478791,0.0489
1690535478799,0.0754
1690535478807,0.1028
1690535478815,0.1118
1690535478823,0.0898
1690535478831,0.055
1690535478838,0.0667
1690535478846,0.028
1690535478854,0.0141
1690535478862,-0.0013
1690535478870,0.0001
1690535478877,0.0041
1690535478885,0.0114
1690535478893,0.0024
1690535478901,0.0043
1690535478909,-0.0058
1690535478917,0.0062
1690535478924,0.0053
1690535478932,0.0011
1690535478940,-0.001
1690535478948,-0.0071
1690535478956,-0.0883
1690535478963,-0.0808
1690535478971,0.4168
1690535478979,0.9547
1690535478987,0.3613
1690535478995,-0.1729
1690535479002,-0.191
1690535479010,-0.0559
1690535479018,-0.0157
1690535479026,0.0035
1690535479034,0.0224
1690535479041,0.0077
1690535479049,0.0059
1690535479057,0.0168
1690535479065,0.0366
1690535479073,0.0274
1690535479081,0.0441
1690535479088,0.0537
1690535479096,0.0904
1690535479104,0.1088
1690535479112,0.151
1690535479120,0.1893
1690535479127,0.2204
1690535479135,0.2201
1690535479143,0.2531
1690535479151,0.255
1690535479159,0.23
1690535479167,0.184
1690535479174,0.164
1690535479182,0.1436
1690535479190,0.0975
1690535479198,0.0497
